,employee_id,age,gender,marital_status,city,education_level,years_experience,weekly_hours,department,bonus_percentage,performance_score,overtime_hours,monthly_income,income_class
2361,2362,24,Male,Single,Jakarta,S1,8,35.8,HR,11.2,99.2,8.1,8305,Low
2362,2363,23,Female,Single,Surabaya,D3,8,35.8,HR,,83.8,8.9,8904,Low
2363,2364,44,Male,Single,Surabaya,SMA,17,,IT,11,93.6,9.2,10941,High
2364,2365,30,Male,Married,Surabaya,S1,10,47.9,Marketing,9.3,70.7,6,9785,High
2365,2366,,Female,Single,Bandung,S1,5,36.4,Finance,8.1,68.6,9.8,5921,Low
2366,2367,31,Male,Married,Jakarta,S1,13,41.2,Sales,,79.6,17.2,11159,High
2367,2368,21,Male,Single,Jakarta,D3,8,43,Marketing,16.2,84.5,16.6,9518,High
2368,2369,26,Female,Married,Bandung,SMA,4,47.6,Marketing,10.4,61.9,6.2,8934,Low
2369,2370,45,Male,Married,Bandung,S1,6,39.2,IT,,72.9,16.4,6532,Low
2370,2371,34,Female,Divorced,Jakarta,SMA,19,37.3,Finance,11,74.7,13.8,13372,High
2371,2372,31,Male,Single,Bandung,D3,12,40.9,Finance,,68.2,13.2,10953,High
2372,2373,36,Female,Single,Bandung,SMA,11,46.4,HR,6.5,69.4,12.2,10754,High
2373,2374,,Male,Married,Surabaya,S1,9,39.1,HR,,83.4,5.3,10130,High
2374,2375,44,Male,Married,Surabaya,SMA,11,35.2,Marketing,,79.7,8,8915,Low
2375,2376,47,Female,Single,Surabaya,S2,11,32.3,IT,13.6,83,14.2,8332,Low
2376,2377,32,Male,Single,Bandung,S1,11,33.9,Finance,7.5,78.4,4,10266,High
2377,2378,24,Female,Married,Bandung,D3,11,44.3,IT,3.9,66.3,4.8,10235,High
2378,2379,108,Female,Single,Surabaya,S1,14,38.4,Sales,8.5,79.2,11.5,11380,High
2379,2380,37,Female,Single,Surabaya,S1,10,37,Finance,,65.5,6.1,8624,Low
2380,2381,27,Male,Married,Jakarta,S1,5,36.4,,,71.9,14.1,7069,Low
2381,2382,27,Female,Married,Surabaya,D3,7,40.4,Marketing,,64.6,6.2,6677,Low
2382,2383,38,Female,Divorced,Surabaya,S1,0,38.8,IT,10.5,68.9,11.2,3422,Low
2383,2384,35,Male,Single,Jakarta,D3,20,38.6,HR,,75.9,11.6,11215,High
2384,2385,35,Male,Married,Jakarta,S2,14,46.7,Marketing,11.8,70.4,7.6,11047,High
2385,2386,29,Female,Single,Jakarta,D3,6,47.7,HR,6.3,66.2,8.8,8701,Low
2386,2387,33,Female,Single,Jakarta,D3,9,31.9,Finance,9,86.4,6.6,7741,Low
2387,2388,,Male,Married,Bandung,S1,7,41.6,IT,13.6,73.8,9.9,6740,Low
2388,2389,42,Female,Married,Jakarta,S1,18,36.1,Sales,,69.7,5.2,14041,High
2389,2390,43,Female,Divorced,Jakarta,S1,3,116.3,HR,14.4,64.2,8.9,13266,High
2390,2391,20,Male,Married,Bandung,SMA,11,41.5,IT,6.8,56.3,13.7,11348,High
2391,2392,28,Female,Single,Jakarta,D3,,38.9,Finance,12.5,72.8,4.3,9250,High
2392,2393,23,Male,Single,Jakarta,S2,14,41.2,HR,8.9,61.2,7.6,11303,High
2393,2394,30,Female,Married,Jakarta,S1,9,43.4,Finance,,82.1,,10671,High
2394,2395,34,Female,Married,Bandung,S1,1,41.5,Sales,8.5,75.3,0.4,4273,Low
2395,2396,23,Male,Single,Surabaya,SMA,9,36.8,Sales,11.6,90.6,19.3,7082,Low
2396,2397,28,Female,Married,Jakarta,D3,5,36.9,Marketing,10,77.2,15.2,7785,Low
2397,2398,27,Male,Divorced,Jakarta,S1,10,32.8,Marketing,13.4,67.7,2.3,8885,Low
2398,2399,37,Female,Married,Jakarta,S1,17,35.7,Marketing,14.3,56.2,0.5,13467,High
2399,2400,36,Male,Married,Jakarta,SMA,1,49.8,Finance,6.5,83.1,10.1,6362,Low
2400,2401,29,Female,Divorced,Bandung,S1,6,36,Marketing,6.2,62,4.4,8247,Low
2401,2402,36,Female,Married,Surabaya,S1,7,34,IT,6.1,70.9,14.8,6392,Low
2402,2403,31,Female,Single,Jakarta,SMA,8,41.6,Finance,7.3,91.7,12,7971,Low
2403,2404,33,Male,Single,Jakarta,D3,14,,Finance,13.3,81.1,10.6,10746,High
2404,2405,48,Female,Married,Bandung,SMA,9,39,,,78.9,7.1,8217,Low
2405,2406,46,Male,Single,Surabaya,S1,12,47,Marketing,8.4,84.4,18,9137,High
2406,2407,,Male,Married,Surabaya,SMA,7,42.7,,10,84.1,13.8,79380,High
2407,2408,42,Male,Married,Surabaya,SMA,11,37.4,,14.2,90.8,13,10026,High
2408,2409,41,Female,Single,Jakarta,S1,14,37.9,Sales,15.7,69,16,10107,High
2409,2410,26,Female,Married,Jakarta,SMA,6,,Marketing,10.8,71.2,4.9,5835,Low
2410,2411,42,Female,Married,Jakarta,SMA,14,44.4,Sales,,65.8,16.4,11301,High
2411,2412,2,Female,Single,Bandung,D3,10,38.5,,,74.7,8.7,9630,High
2412,2413,26,Female,Married,Bandung,S1,15,31,IT,12.8,73.7,11.7,9528,High
2413,2414,28,Male,Married,Bandung,S1,9,39.8,IT,,57.5,9.2,10811,High
2414,2415,43,Female,Married,Jakarta,D3,12,32.3,Finance,12.2,68.5,,7932,Low
2415,2416,37,Male,Single,Jakarta,S1,10,50.9,Finance,,89.4,14.8,9521,High
2416,2417,39,Female,Married,Jakarta,S1,10,35.2,Finance,,77.4,0.9,9651,High
2417,2418,38,Female,Single,Surabaya,SMA,11,39.2,Finance,7.3,82.2,5.2,10387,High
2418,2419,38,Female,Married,Bandung,SMA,13,41.3,Finance,,73.8,7.7,11509,High
2419,2420,24,Female,Single,Bandung,D3,4,38.6,Marketing,13.2,56.1,0.2,5170,Low
2420,2421,43,Male,Married,Surabaya,D3,17,38.5,Sales,7.7,73.7,4.5,11859,High
2421,2422,44,Male,Single,Surabaya,S1,1,42.1,Marketing,11.4,85.4,11.2,3854,Low
2422,2423,33,Male,Single,Surabaya,S1,7,47.6,Sales,,63.1,8.3,7943,Low
2423,2424,35,Male,Single,Jakarta,D3,10,43.8,Marketing,,82.5,8.7,9767,High
2424,2425,23,Female,Married,Surabaya,SMA,12,47.4,IT,9.9,58,5.4,9878,High
2425,2426,39,Male,Single,Jakarta,SMA,18,34.8,HR,4.7,75.2,10.2,10729,High
2426,2427,,Female,Married,Jakarta,S1,1,41.6,Finance,,80.4,,5828,Low
2427,2428,35,Female,Single,Bandung,D3,7,40.8,,,71.9,1.8,7397,Low
2428,2429,44,Female,Married,Surabaya,S1,1,41.8,HR,,99.7,9,5424,Low
2429,2430,32,Female,Married,Jakarta,SMA,10,46.9,IT,,70.1,3.8,9379,High
2430,2431,40,Male,Single,Jakarta,S1,11,38.9,HR,,69.2,14.5,9932,High
2431,2432,,Male,Single,Surabaya,S1,18,38,HR,7.1,77,8,15123,High
2432,2433,35,Female,Single,Jakarta,SMA,11,42.7,IT,,67.5,,8624,Low
2433,2434,34,Male,Married,Jakarta,D3,15,31.1,Sales,,60.6,14.8,9833,High
2434,2435,37,Male,Single,Jakarta,S2,13,,Marketing,8,64,9.3,9481,High
2435,2436,32,Female,Married,Surabaya,D3,8,39.3,HR,,82.6,12.9,10037,High
2436,2437,34,Female,Single,Jakarta,S1,3,35.4,Finance,9,72,0.4,5022,Low
2437,2438,42,Female,Married,Bandung,SMA,11,45.3,IT,,92,14.8,10916,High
2438,2439,32,Male,Married,Surabaya,S1,3,34.7,HR,,70.6,5.9,2325,Low
2439,2440,22,Female,Single,Bandung,SMA,16,39.3,Sales,13.5,82.1,10.4,12307,High
2440,2441,49,Female,Married,Bandung,S2,9,41.5,Sales,,80.1,6.4,8286,Low
2441,2442,46,Female,Divorced,Bandung,S1,16,46.8,Finance,,70.4,6.9,14065,High
2442,2443,25,Male,Single,Jakarta,S1,8,39.9,HR,14.7,66.2,9.1,8653,Low
2443,2444,41,Female,Married,Jakarta,S1,11,44.7,Finance,,57.7,10.4,9548,High
2444,2445,31,Female,Single,Bandung,S1,11,43.5,Sales,9.1,80.5,9.9,11430,High
2445,2446,37,Female,Married,Bandung,D3,10,40.6,Sales,10.2,87,10,10733,High
2446,2447,37,Male,Single,Surabaya,S1,8,34.6,,,59.1,1.9,8961,Low
2447,2448,33,Female,Married,Bandung,S2,12,,Sales,,71.3,21.7,10045,High
2448,2449,29,Female,Single,Jakarta,D3,5,40.5,IT,14.7,68.3,11.2,6276,Low
2449,2450,29,Female,Married,Bandung,S2,4,37.3,Marketing,,80.5,12.2,5961,Low
2450,2451,28,Male,Married,Bandung,S1,16,44.6,Finance,6.5,71.7,8.3,12043,High
2451,2452,28,Male,Single,Surabaya,S1,,43.7,Sales,3.8,88.2,5.6,11594,High
2452,2453,34,Male,Single,Bandung,D3,10,39.1,IT,,71.2,10.8,8313,Low
2453,2454,29,Female,Married,Surabaya,SMA,18,34.2,Marketing,12.3,62.6,11.4,12251,High
2454,2455,40,Female,Single,Surabaya,SMA,9,42.6,IT,8.1,70.3,16.5,10899,High
2455,2456,47,Male,Divorced,Bandung,SMA,17,34.9,Marketing,8.6,71.4,20.4,12302,High
2456,2457,30,Female,Divorced,Bandung,S1,11,36.2,Marketing,,80.3,17.4,8691,Low
2457,2458,37,Female,Married,Jakarta,D3,5,35.1,Marketing,,71.3,1.2,4910,Low
2458,2459,39,Male,Married,Jakarta,D3,19,39.3,Finance,11.6,79.4,7.7,13331,High
2459,2460,39,Male,Single,Surabaya,S2,15,45.9,Marketing,10.3,67.1,11.7,12830,High
2460,2461,36,Male,Married,Surabaya,D3,9,40,Marketing,,72.1,8,8634,Low
2461,2462,41,Female,Single,Jakarta,D3,14,37.8,IT,,67.1,9.8,10724,High
2462,2463,39,Male,Single,Surabaya,SMA,8,32.4,Marketing,7.5,66.5,0.7,7663,Low
2463,2464,25,Female,Single,Jakarta,SMA,,42.8,Finance,,87.7,14.6,11670,High
2464,2465,42,Female,Divorced,Surabaya,S1,2,36.1,IT,,67.8,0.6,5315,Low
2465,2466,42,Male,Single,Jakarta,S1,5,40.6,Marketing,,71.5,2.1,7291,Low
2466,2467,29,Male,Married,Jakarta,S1,15,38.2,IT,,85.4,4.9,11234,High
2467,2468,35,Female,Married,Surabaya,SMA,9,44.2,Finance,,82.5,9.5,8780,Low
2468,2469,40,Male,Single,Surabaya,S1,11,39.2,IT,,91.4,1.9,9422,High
2469,2470,33,Female,Married,Surabaya,SMA,3,,Finance,12.2,79.8,4.7,6031,Low
2470,2471,44,Female,Single,Bandung,SMA,19,42.4,Sales,8.4,69,15.7,14864,High
2471,2472,54,Male,Single,Bandung,SMA,16,50.5,Marketing,,95.6,9.4,12717,High
2472,2473,29,Female,Married,Surabaya,SMA,9,44.4,Finance,,80.8,12.2,8780,Low
2473,2474,24,Female,Single,Surabaya,D3,8,39.6,Marketing,,73.5,3.8,7142,Low
2474,2475,37,Male,Single,Surabaya,SMA,15,40,Finance,,75.6,9.7,100060,High
2475,2476,,Male,Single,Surabaya,S2,20,37.4,HR,,76.8,9.3,12500,High
2476,2477,33,Female,Married,Jakarta,D3,15,,HR,9.3,72.6,6,10021,High
2477,2478,47,Male,Married,Bandung,SMA,21,37.2,HR,7,61.2,9.7,13558,High
2478,2479,24,Male,Single,Surabaya,SMA,5,36.1,Finance,15,91.3,,6574,Low
2479,2480,41,Female,Single,Bandung,S1,,43.3,Marketing,,74.8,12.2,6255,Low
2480,2481,30,Female,Single,Bandung,SMA,4,34.6,HR,12.9,76.8,8,5482,Low
2481,2482,49,Female,Single,Jakarta,S1,12,46.7,Marketing,9.1,95.8,8.7,11504,High
2482,2483,51,Male,Married,Surabaya,S2,11,43.8,Finance,6.6,68.2,14.3,9046,Low
2483,2484,29,Male,Single,Bandung,SMA,9,40.1,Marketing,6.1,81.6,,8018,Low
2484,2485,,Female,Married,Jakarta,D3,14,,Marketing,7.3,67.1,8.4,9680,High
2485,2486,42,Female,Divorced,Surabaya,SMA,16,37.2,HR,11,78.2,,10769,High
2486,2487,32,Female,Married,Surabaya,S1,2,41.4,IT,,77,16.6,6505,Low
2487,2488,35,Male,Single,Bandung,D3,7,45.4,Sales,11.8,82.9,3.3,8549,Low
2488,2489,35,Male,Married,Jakarta,SMA,14,36.5,Finance,5.5,87.1,13.1,12798,High
2489,2490,20,Female,Married,Jakarta,SMA,8,32.3,Finance,,69.2,2,6496,Low
2490,2491,35,Female,Single,Jakarta,S1,6,43.5,Finance,6.9,89.2,14.6,8860,Low
2491,2492,29,Male,Married,Jakarta,D3,15,41.6,Sales,11.2,89.9,15.1,10933,High
2492,2493,31,Male,Married,Surabaya,SMA,4,34.4,IT,,72.5,0.4,4939,Low
2493,2494,47,Female,Single,Bandung,S1,8,36.3,Marketing,6.5,74.9,,10356,High
2494,2495,,Other,Married,Bandung,S1,12,35.7,Finance,12.9,70.1,,8735,Low
2495,2496,42,Male,Single,Jakarta,S1,7,36.4,Marketing,17,71.9,13.5,8724,Low
2496,2497,33,Male,Single,Jakarta,SMA,14,38.4,HR,12.5,63,11.8,10806,High
2497,2498,33,Male,Married,Jakarta,S1,7,38.7,HR,9.5,82.8,5.2,6290,Low
2498,2499,41,Male,Divorced,Bandung,S1,17,36.7,HR,9.1,54.5,8.9,10744,High
2499,2500,38,Male,Divorced,Surabaya,SMA,9,36.2,Finance,9.4,68,18.3,8226,Low
2500,2501,40,Male,Single,Surabaya,S1,13,38.9,Sales,7.7,74.5,4.5,9262,High
2501,2502,43,Female,Divorced,Jakarta,D3,14,40.8,Finance,,88,11.6,10788,High
2502,2503,32,Female,Married,Surabaya,S2,7,38.4,HR,6.6,69.5,15.8,5437,Low
2503,2504,30,Female,Married,Surabaya,SMA,0,45.8,HR,4.3,79.3,,4934,Low
2504,2505,26,Female,Divorced,Bandung,S1,12,42.5,Finance,10.7,74.2,2.9,8712,Low
2505,2506,28,Male,Married,Jakarta,D3,10,32,Sales,10.1,84.5,3.7,8144,Low
2506,2507,59,Male,Single,Surabaya,S2,13,42.6,Sales,8.3,78.8,12,9378,High
2507,2508,45,Female,Single,Jakarta,D3,9,43,Marketing,,83.3,3.6,10029,High
2508,2509,24,Female,Single,Jakarta,S2,8,37.8,IT,10.9,69.5,9.3,5673,Low
2509,2510,24,Male,Married,Surabaya,S2,20,32.5,HR,7,64.9,16.9,12969,High
2510,2511,39,Male,Single,Bandung,SMA,3,40,Sales,9.6,78.7,9.7,6063,Low
2511,2512,117,Female,Married,Surabaya,S1,14,40,HR,15.3,70.1,6.1,11355,High
2512,2513,39,Male,Single,Bandung,S2,7,34.4,IT,12,75.3,10.6,5692,Low
2513,2514,33,Male,Divorced,Surabaya,SMA,8,32.7,HR,,78.2,9.7,5535,Low
2514,2515,34,Female,Single,Jakarta,D3,8,39.6,Sales,,87.4,12.3,8738,Low
2515,2516,38,Female,Married,Bandung,S1,6,38.8,Marketing,10.5,82.9,18.1,6760,Low
2516,2517,36,Female,Married,Bandung,SMA,13,37.9,Finance,5.9,68.2,12,9220,High
2517,2518,,Male,Single,Jakarta,SMA,17,39.6,Finance,4,63.5,20.2,13276,High
2518,2519,33,Female,Married,Surabaya,SMA,12,34.5,Sales,,92.1,12.3,8886,Low
2519,2520,28,Female,Married,Bandung,SMA,11,37.8,Sales,,59.2,6.2,8625,Low
2520,2521,36,Female,Married,Surabaya,D3,5,42.7,IT,11.4,70.5,,5900,Low
2521,2522,59,Male,Married,Surabaya,SMA,13,38.3,HR,,81.5,,9566,High
2522,2523,38,Female,Single,Surabaya,S1,21,31.6,IT,9.8,91.4,4.7,12869,High
2523,2524,32,Male,Married,Jakarta,S1,8,37.6,Finance,,73.1,21.6,8092,Low
2524,2525,42,Male,Married,Surabaya,SMA,8,34.6,HR,11.5,75.3,,9016,Low
2525,2526,39,Male,Married,Jakarta,S1,7,41.3,IT,14.6,66.2,6.1,6237,Low
2526,2527,38,Female,Single,Bandung,S1,8,41.6,Finance,8.5,76.3,7.2,7818,Low
2527,2528,,Female,Single,Surabaya,S2,4,31.7,HR,6.9,63.5,,5007,Low
2528,2529,51,Female,Married,Bandung,SMA,12,43.8,Marketing,,67.5,14.7,10844,High
2529,2530,26,Male,Single,Surabaya,SMA,6,34.4,Marketing,7.4,82.6,3.2,7432,Low
2530,2531,39,Female,Single,Bandung,S2,2,47.8,IT,10.6,70.7,14.6,5620,Low
2531,2532,28,Male,Single,Jakarta,S2,,39.8,,3.6,84.2,7.2,10339,High
2532,2533,39,Male,Married,Bandung,S1,5,33.8,HR,,73.5,7.9,6455,Low
2533,2534,28,Female,Single,Bandung,S1,8,34.3,IT,,61.3,18.6,5789,Low
2534,2535,32,Male,Divorced,Surabaya,SMA,17,41.7,Sales,4.6,86.7,11.1,10530,High
2535,2536,33,Female,Married,Surabaya,S1,3,38,Sales,7.1,61.8,12.2,78950,High
2536,2537,43,Male,Single,Surabaya,SMA,,39.5,HR,10.2,69,9.8,4144,Low
2537,2538,42,Male,Married,Surabaya,SMA,11,48.1,HR,9.6,73,13.8,9893,High
2538,2539,25,Male,Divorced,Jakarta,S1,16,36.5,Sales,,85.1,18.1,12194,High
2539,2540,35,Male,Single,Bandung,SMA,2,40.3,,,69.7,2.4,5377,Low
2540,2541,29,Male,Single,Bandung,D3,12,47.1,IT,13.8,65.7,,11595,High
2541,2542,25,Male,Single,Jakarta,S2,13,41.4,HR,,76.6,,11573,High
2542,2543,33,Female,Married,Bandung,SMA,0,32,Sales,7.1,72.9,12.5,1754,Low
2543,2544,33,Male,Single,Surabaya,S2,14,42.5,Finance,6.8,70.3,6.6,12522,High
2544,2545,54,Female,Married,Surabaya,S2,14,34.2,Marketing,,77.2,4.2,10929,High
2545,2546,38,Female,Married,Surabaya,S1,8,47,Sales,10.1,63,21.8,9081,Low
2546,2547,24,Female,Married,Bandung,SMA,16,35.9,Finance,11.9,57.8,5.5,12011,High
2547,2548,30,Female,Married,Jakarta,D3,16,54.8,Marketing,,96.4,17.6,11252,High
2548,2549,,Male,Single,Jakarta,D3,11,47.3,Finance,3.9,76,12,10024,High
2549,2550,52,Male,Single,Bandung,D3,8,,HR,6.6,76.7,20.2,6635,Low
2550,2551,22,Female,Single,Jakarta,SMA,,40.1,Sales,6.9,67.2,8.4,5399,Low
2551,2552,20,Female,Married,Jakarta,S2,10,43.8,Marketing,,84,2,8889,Low
2552,2553,50,Male,Married,Surabaya,SMA,13,43.9,Finance,8.7,69.7,10,11717,High
2553,2554,38,Female,Married,Bandung,S1,8,42.2,Marketing,13,47.1,2.6,8508,Low
2554,2555,28,Female,Single,Jakarta,SMA,1,46.3,,,69.3,23.4,5564,Low
2555,2556,39,Female,Single,Bandung,S1,,39.4,Sales,9.1,72.2,13.1,11492,High
2556,2557,14,Female,Married,Surabaya,S2,11,38.2,HR,9.2,73.3,,9693,High
2557,2558,,Male,Divorced,Surabaya,SMA,8,38.3,Marketing,,73,13.9,7628,Low
2558,2559,38,Male,Single,Jakarta,SMA,14,44.3,Finance,,68.6,,12378,High
2559,2560,42,Male,Married,Bandung,S1,18,41.8,Marketing,10.6,67.6,9.3,13878,High
2560,2561,27,Male,Single,Bandung,S1,4,41.5,Finance,12.4,72,10.6,6305,Low
2561,2562,36,Female,Single,Surabaya,S1,12,44,Marketing,12.4,58.5,19.7,9596,High
2562,2563,28,Male,Married,Surabaya,D3,3,29.7,HR,,55.4,4.2,4747,Low
2563,2564,37,Male,Married,Surabaya,SMA,12,41.6,HR,9.5,76,,10397,High
2564,2565,28,Male,Single,Jakarta,S2,11,41.1,Sales,14.2,76.1,8.2,9729,High
2565,2566,32,Female,Married,Bandung,S2,13,48.3,HR,8.7,83.8,6.6,10859,High
2566,2567,27,Female,Married,Jakarta,D3,8,32.4,Marketing,,72.4,2.7,6581,Low
2567,2568,40,Female,Married,Bandung,S1,1,47.8,Marketing,9.1,63.1,3.5,5601,Low
2568,2569,42,Female,Married,Surabaya,D3,8,40.4,HR,10.5,55.6,0.9,7180,Low
2569,2570,33,Male,Single,Jakarta,D3,12,,IT,6.6,66.1,15.5,9993,High
2570,2571,35,Male,Single,Jakarta,SMA,15,48.4,Marketing,6.7,79.2,10,12925,High
2571,2572,23,Female,Married,Jakarta,D3,4,42.8,Sales,12.2,89.4,14.2,6722,Low
2572,2573,33,Female,Married,Surabaya,S1,15,42,IT,12.6,75.5,7.1,10543,High
2573,2574,35,Male,Single,Jakarta,SMA,,41.2,HR,10.1,62.9,9.5,7920,Low
2574,2575,56,Male,Married,Jakarta,D3,,37.6,Finance,,66.2,18.1,11790,High
2575,2576,26,Female,Married,Surabaya,S1,7,39.9,,10.1,66.5,17.8,8161,Low
2576,2577,47,Male,Married,Bandung,S1,11,36.4,Finance,,70.9,,8868,Low
2577,2578,43,Male,Married,Jakarta,S1,14,39.8,Sales,15.2,86.2,11,12285,High
2578,2579,37,Female,Married,Surabaya,S2,4,28.3,IT,9,87,12.6,7031,Low
2579,2580,49,Male,Single,Jakarta,SMA,7,42.1,Finance,5,73.3,11.9,8578,Low
2580,2581,38,Female,Married,Jakarta,S1,11,39.4,Sales,12.5,76.8,9.2,7708,Low
2581,2582,38,Male,Single,Bandung,S1,22,38.3,Finance,9.2,67,8,15449,High
2582,2583,35,Male,Married,Surabaya,S1,6,41.1,Finance,12.8,57.9,15.6,8459,Low
2583,2584,45,Female,Married,Bandung,D3,20,32.8,Sales,10.8,92.9,3.5,11219,High
2584,2585,44,Male,Single,Bandung,SMA,20,49.6,Marketing,7.3,51.8,17.4,15902,High
2585,2586,30,Female,Single,Surabaya,S1,10,39.5,Finance,10.2,56.6,8.6,8745,Low
2586,2587,24,Male,Single,Bandung,D3,9,39.3,Sales,,93,3.4,9743,High
2587,2588,33,Male,Married,Jakarta,S1,7,35.2,Finance,9.6,75.2,7.3,6946,Low
2588,2589,29,Male,Single,Surabaya,S1,10,40.1,Marketing,,63.7,5.6,9355,High
2589,2590,34,Female,Single,Surabaya,S1,3,46.9,Sales,5.2,81.8,7.1,6553,Low
2590,2591,45,Male,Married,Jakarta,S1,10,45.2,Finance,7.7,82.7,7,10232,High
2591,2592,31,Male,Single,Jakarta,S1,,44.3,HR,,61.7,6.8,13374,High
2592,2593,35,Female,Single,Jakarta,D3,7,42.7,Marketing,12.5,69.7,8.5,6874,Low
2593,2594,35,Female,Divorced,Bandung,S1,9,38.2,Finance,6.6,83.8,9.7,8058,Low
2594,2595,42,Male,Married,Bandung,S1,1,32.7,,,66.8,13.8,3768,Low
2595,2596,17,Female,Single,Bandung,D3,12,39,Sales,6,77.8,,11130,High
2596,2597,30,Female,Married,Bandung,D3,11,38.8,Finance,,89.2,,9866,High
2597,2598,37,Male,Married,Bandung,SMA,10,45.2,Marketing,15.2,51.1,10,8867,Low
2598,2599,45,Male,Divorced,Bandung,S2,9,41.5,Marketing,,71.6,12.7,7735,Low
2599,2600,31,Female,Married,Surabaya,SMA,9,48.1,IT,5.1,77.6,10.2,9961,High
2600,2601,20,Male,Married,Surabaya,S1,,46,,9.8,57.1,6.8,10624,High
2601,2602,40,Female,Married,Surabaya,D3,10,37.7,Finance,,69.7,5.4,9525,High
2602,2603,30,Male,Single,Surabaya,D3,12,31,HR,,85.4,11.1,9047,Low
2603,2604,115,Female,Married,Surabaya,S1,11,46.9,Marketing,,68,16.4,11653,High
2604,2605,30,Female,Married,Surabaya,SMA,16,46.8,HR,,60.2,8.9,11943,High
2605,2606,,Male,Divorced,Bandung,S1,13,33.2,HR,7.9,86.3,6.5,11256,High
2606,2607,30,Male,Divorced,Surabaya,S1,11,47.5,Finance,9.4,79.4,8.7,11238,High
2607,2608,17,Female,Single,Jakarta,S1,18,,Sales,,74.3,7.2,12751,High
2608,2609,42,Female,Single,Surabaya,SMA,12,40.8,Sales,,74,6.7,9202,High
2609,2610,45,Male,Single,Jakarta,S1,17,48.1,Sales,8.4,85.3,2.8,15235,High
2610,2611,40,Female,Single,Jakarta,S1,13,46.7,IT,11.3,77.9,8.8,10270,High
2611,2612,26,Female,Married,Surabaya,S1,1,43.3,Marketing,,81.5,11.2,5132,Low
2612,2613,33,Other,Married,Bandung,D3,17,42.4,IT,,68.1,4.6,13082,High
2613,2614,35,Female,Married,Bandung,S1,11,43.1,Marketing,11.3,55.8,,9818,High
2614,2615,,Female,Married,Jakarta,S2,10,38,Marketing,,81.2,5.3,9581,High
2615,2616,-8,Female,Single,Bandung,S1,11,39.7,Marketing,,86,3.1,8542,Low
2616,2617,29,Male,Married,Jakarta,D3,8,35.5,Finance,10.7,72.8,5.2,9482,High
2617,2618,36,Female,Divorced,Bandung,SMA,11,38.3,Sales,,83.9,9,8509,Low
2618,2619,39,Male,Married,Bandung,D3,7,38.2,IT,9.6,71.6,3.3,7173,Low
2619,2620,47,Male,Single,Bandung,D3,16,36.8,IT,7.3,74.1,9.3,10244,High
2620,2621,41,Female,Single,Bandung,SMA,9,,Finance,,92.5,,9614,High
2621,2622,41,Male,Single,Surabaya,SMA,8,38.4,Marketing,,72.1,5.4,9726,High
2622,2623,36,Female,Married,Surabaya,S1,5,42.5,Sales,11.2,71.5,,8759,Low
2623,2624,112,Female,Single,Surabaya,SMA,11,31.9,HR,,56.3,6.8,9824,High
2624,2625,38,Male,Married,Jakarta,S1,11,39.4,HR,9.3,81.9,7.6,9072,Low
2625,2626,28,Male,Married,Surabaya,SMA,12,40.7,,9.8,67.9,16.5,10067,High
2626,2627,46,Female,Married,Surabaya,D3,,38.4,Sales,,76.5,5.4,6022,Low
2627,2628,41,Female,Single,Surabaya,SMA,2,39.1,HR,10.9,71.8,17.8,3701,Low
2628,2629,31,Female,Married,Bandung,SMA,13,32.1,,,70.5,8.3,9412,High
2629,2630,31,Male,Married,Bandung,S1,17,41.8,IT,10.5,73.8,4.3,13587,High
2630,2631,37,Other,Single,Bandung,S1,5,43.2,Sales,,74.6,7.2,5957,Low
2631,2632,39,Male,Divorced,Bandung,SMA,18,42.5,HR,7.9,86.8,10.3,10966,High
2632,2633,37,Male,Married,Bandung,D3,11,45.2,IT,11.8,90.2,16.3,8766,Low
2633,2634,37,Male,Single,Surabaya,D3,10,41,Sales,,81.5,14,9919,High
2634,2635,49,Male,Married,Surabaya,S1,8,42.4,Marketing,,87.7,10.3,6521,Low
2635,2636,44,Female,Single,Bandung,S1,3,40.8,Sales,9.4,83.5,,5106,Low
2636,2637,37,Female,Married,Bandung,S1,15,43.4,Finance,,79.9,,11460,High
2637,2638,43,Female,Married,Surabaya,S1,6,32.1,IT,,89.6,11.2,6469,Low
2638,2639,27,Female,Single,Surabaya,S1,6,35.5,Marketing,,61.9,11.5,6788,Low
2639,2640,38,Male,Single,Bandung,SMA,15,47.9,IT,,68.2,,12694,High
2640,2641,49,Female,Single,Jakarta,D3,1,27.7,IT,,66.8,1.9,3121,Low
2641,2642,33,Male,Married,Bandung,S2,2,39.3,,,72,4.9,3985,Low
2642,2643,,Female,Single,Surabaya,S1,10,45.9,Sales,3.3,81.9,,10488,High
2643,2644,30,Male,Married,Jakarta,S1,11,39.5,IT,9.9,63.8,15.6,7690,Low
2644,2645,26,Male,Single,Bandung,S1,,38,IT,,80,19.6,10579,High
2645,2646,29,Male,Single,Surabaya,D3,8,40.6,Finance,10.4,69.1,6.7,9209,High
2646,2647,32,Female,Single,Surabaya,S1,23,38.2,Finance,14.7,71.5,3.5,17660,High
2647,2648,24,Female,Single,Surabaya,S1,9,40.2,Finance,12.3,77,14.1,7761,Low
2648,2649,35,Female,Single,Bandung,D3,9,36.6,IT,,91.8,23.1,7598,Low
2649,2650,42,Male,Married,Bandung,S1,6,45.5,Marketing,8.3,67.9,15.5,7608,Low
2650,2651,28,Other,Married,Jakarta,S1,11,47.1,Sales,9.6,74.2,6.3,10190,High
